sample,work_ns,cpu_utilization
1,65035,100.00
2,46881,0.00
3,54194,100.00
4,27724,100.00
5,24296,0.00
6,26924,100.00
7,54297,100.00
8,60037,0.00
9,55439,100.00
10,48839,100.00
11,57586,0.00
12,71688,50.00
13,70629,0.00
14,59273,0.00
15,52260,100.00
16,55275,100.00
17,46231,0.00
18,56541,100.00
19,22218,100.00
20,30962,0.00
21,21167,100.00
22,43391,50.00
23,64281,100.00
24,33450,100.00
25,56214,100.00
26,53564,0.00
27,37959,50.00
28,58045,100.00
29,26301,0.00
30,49596,100.00
31,45609,50.00
32,39679,0.00
33,51952,0.00
34,66105,100.00
35,44527,0.00
36,25848,100.00
37,27948,100.00
38,24442,0.00
39,65260,100.00
40,56863,100.00
41,42915,100.00
42,23550,100.00
43,37124,100.00
44,42052,100.00
45,56844,0.00
46,55766,0.00
47,56110,0.00
48,70228,50.00
49,66203,100.00
50,26122,0.00
51,22509,100.00
52,21580,100.00
53,25447,100.00
54,36241,100.00
55,62678,100.00
56,45507,100.00
57,27284,100.00
58,31720,0.00
59,56059,0.00
60,71678,33.33
61,71805,0.00
62,63566,0.00
63,54112,100.00
64,68705,100.00
65,24800,0.00
66,26506,100.00
67,23735,100.00
68,24037,100.00
69,25824,100.00
70,68935,100.00
71,54606,100.00
72,36995,50.00
73,55209,0.00
74,55501,0.00
75,80449,0.00
76,62864,66.67
77,28050,0.00
78,29930,100.00
79,43013,100.00
80,58073,100.00
81,25578,100.00
82,32483,0.00
83,24443,100.00
84,52757,50.00
85,57575,100.00
86,68422,100.00
87,45296,0.00
88,61540,50.00
89,38409,100.00
90,36014,100.00
91,37548,100.00
92,25915,0.00
93,33865,50.00
94,41307,50.00
95,53121,50.00
96,65024,0.00
97,66825,100.00
98,28207,0.00
99,23195,100.00
100,25138,100.00
101,35592,100.00
102,61855,100.00
103,52426,100.00
104,38564,100.00
105,34290,100.00
106,37234,50.00
107,89484,0.00
108,61834,0.00
109,59045,0.00
110,72504,100.00
111,61494,0.00
112,56265,100.00
113,28658,0.00
114,24942,100.00
115,22494,100.00
116,27240,0.00
117,56680,100.00
118,60904,100.00
119,39637,0.00
120,53259,100.00
121,61454,0.00
122,99773,50.00
123,66297,0.00
124,65461,50.00
125,54480,100.00
126,46705,100.00
127,68165,100.00
128,27278,0.00
129,24315,100.00
130,30842,100.00
131,20457,0.00
132,57414,50.00
133,59392,100.00
134,46395,100.00
135,57419,50.00
136,60474,0.00
137,62180,50.00
138,53442,100.00
139,40226,100.00
140,59991,0.00
141,54467,66.67
142,39878,0.00
143,93685,50.00
144,61738,0.00
145,67090,100.00
146,48349,100.00
147,25971,100.00
148,36078,100.00
149,53813,0.00
150,62040,100.00
151,52341,100.00
152,36633,100.00
153,42605,100.00
154,42526,100.00
155,92713,0.00
156,60063,0.00
157,64345,0.00
158,96955,0.00
159,75298,66.67
160,70187,100.00
161,29138,0.00
162,24904,100.00
163,27389,100.00
164,29600,100.00
165,63131,100.00
166,63644,100.00
167,51583,100.00
168,39988,100.00
169,42420,100.00
170,96957,0.00
171,67237,0.00
172,69661,0.00
173,90858,0.00
174,72510,100.00
175,69118,100.00
176,44897,0.00
177,33837,100.00
178,25364,100.00
179,32907,0.00
180,41921,100.00
181,67767,100.00
182,51856,0.00
183,36732,50.00
184,58947,0.00
185,89116,0.00
186,70914,0.00
187,66436,100.00
188,48828,50.00
189,39204,100.00
190,68040,100.00
191,60965,0.00
192,53817,100.00
193,40299,100.00
194,55740,50.00
195,40299,100.00
196,66075,100.00
197,58485,0.00
198,49892,100.00
199,67372,50.00
200,62145,0.00
201,47490,100.00
202,40016,100.00
203,28743,0.00
204,38004,100.00
205,49724,50.00
206,45560,0.00
207,73365,0.00
208,69876,50.00
209,44876,100.00
210,28404,100.00
211,30052,100.00
212,23996,0.00
213,60265,100.00
214,53760,100.00
215,35439,100.00
216,31098,100.00
217,41114,100.00
218,57748,0.00
219,59947,0.00
220,56746,0.00
221,76104,66.67
222,47088,0.00
223,52500,100.00
224,33490,0.00
225,25504,100.00
226,22420,100.00
227,27776,0.00
228,57880,100.00
229,65058,100.00
230,47378,0.00
231,55854,66.67
232,59473,0.00
233,85299,0.00
234,58928,0.00
235,71584,0.00
236,58301,100.00
237,61535,100.00
238,67801,100.00
239,28501,0.00
240,24318,100.00
241,28500,50.00
242,33508,0.00
243,54964,50.00
244,42784,100.00
245,47069,0.00
246,54287,100.00
247,55971,50.00
248,38157,0.00
249,40898,50.00
250,44996,100.00
251,40646,0.00
252,49541,100.00
253,42706,100.00
254,58286,50.00
255,60580,0.00
256,69970,50.00
257,37887,0.00
258,26778,100.00
259,31526,100.00
260,59603,100.00
261,69252,100.00
262,56943,100.00
263,36102,100.00
264,35510,100.00
265,62918,100.00
266,48969,100.00
267,57859,50.00
268,60386,0.00
269,49777,0.00
270,67392,0.00
271,69409,100.00
272,25448,0.00
273,21156,100.00
274,24589,100.00
275,26706,100.00
276,59128,100.00
277,59144,100.00
278,34901,100.00
279,32941,100.00
280,42684,50.00
281,97059,0.00
282,61548,50.00
283,69539,0.00
284,71788,50.00
285,45225,0.00
286,58659,100.00
287,49631,100.00
288,34859,100.00
289,25280,100.00
290,26898,100.00
291,47624,100.00
292,61137,100.00
293,48606,100.00
294,49293,100.00
295,58470,0.00
296,56913,0.00
297,68399,0.00
298,60883,50.00
299,46832,100.00
300,36049,100.00
301,59771,100.00
302,38740,0.00
303,31272,100.00
304,34874,100.00
305,42663,0.00
306,57156,66.67
307,32556,100.00
308,23251,0.00
309,33215,50.00
310,43525,50.00
311,40028,0.00
312,36893,100.00
313,26326,100.00
314,30382,100.00
315,47797,50.00
316,56480,100.00
317,49084,0.00
318,64206,33.33
319,54614,0.00
320,38274,0.00
321,26106,100.00
322,36409,100.00
323,37867,0.00
324,43307,100.00
325,55482,100.00
326,37884,0.00
327,34791,100.00
328,32718,100.00
329,81176,0.00
330,55169,0.00
331,57455,0.00
332,68039,100.00
333,59501,100.00
334,55689,100.00
335,27446,0.00
336,22039,100.00
337,24845,100.00
338,27959,100.00
339,61791,100.00
340,60307,100.00
341,40432,100.00
342,40342,50.00
343,41993,0.00
344,42515,0.00
345,45597,0.00
346,66711,50.00
347,31585,0.00
348,58344,100.00
349,53844,100.00
350,49240,0.00
351,30059,100.00
352,23201,100.00
353,25922,0.00
354,46284,100.00
355,35367,0.00
356,88736,0.00
357,67529,50.00
358,63850,50.00
359,59118,0.00
360,40716,100.00
361,33590,100.00
362,25631,0.00
363,51675,100.00
364,54612,100.00
365,27616,100.00
366,24375,0.00
367,15600,50.00
368,52537,0.00
369,66856,50.00
370,37104,0.00
371,35812,100.00
372,32669,100.00
373,65378,100.00
374,24458,0.00
375,27148,100.00
376,25716,100.00
377,35331,100.00
378,37493,100.00
379,36721,50.00
380,81777,0.00
381,59629,33.33
382,66590,50.00
383,63311,0.00
384,31204,100.00
385,30093,100.00
386,22925,0.00
387,26577,100.00
388,59267,100.00
389,52053,100.00
390,32835,100.00
391,34921,100.00
392,24332,50.00
393,54734,0.00
394,50627,0.00
395,94221,0.00
396,67903,50.00
397,61227,100.00
398,61292,100.00
399,52077,100.00
400,32462,100.00
401,25726,100.00
402,26659,100.00
403,51809,100.00
404,60304,100.00
405,43637,100.00
406,50201,50.00
407,55628,0.00
408,59868,50.00
409,68169,0.00
410,53157,50.00
411,68673,100.00
412,54290,100.00
413,47308,0.00
414,46719,100.00
415,39629,100.00
416,36795,0.00
417,22982,50.00
418,36568,50.00
419,54585,0.00
420,37867,100.00
421,37412,50.00
422,58482,0.00
423,33087,100.00
424,50779,100.00
425,28291,0.00
426,36465,100.00
427,57152,100.00
428,50529,0.00
429,33872,50.00
430,53913,0.00
431,52480,0.00
432,62416,100.00
433,39179,100.00
434,25357,0.00
435,40944,100.00
436,55151,100.00
437,53754,100.00
438,48790,100.00
439,37056,100.00
440,37890,100.00
441,41529,50.00
442,59239,0.00
443,88209,0.00
444,57677,33.33
445,71589,0.00
446,59494,100.00
447,46486,100.00
448,38345,100.00
449,20942,0.00
450,27783,100.00
451,41603,100.00
452,45029,100.00
453,52533,100.00
454,34009,100.00
455,50239,0.00
456,56885,0.00
457,60882,0.00
458,83813,0.00
459,64743,66.67
460,61201,100.00
461,47463,0.00
462,40682,100.00
463,45707,100.00
464,28873,100.00
465,22761,100.00
466,25026,100.00
467,47404,100.00
468,42083,0.00
469,49121,50.00
470,57894,0.00
471,68568,50.00
472,66539,0.00
473,48400,100.00
474,29942,100.00
475,33592,100.00
476,43988,0.00
477,51323,100.00
478,40397,100.00
479,34990,0.00
480,17518,100.00
481,46989,50.00
482,66210,0.00
483,46167,50.00
484,34032,50.00
485,41777,0.00
486,62447,100.00
487,48670,100.00
488,21152,0.00
489,22581,100.00
490,27959,100.00
491,44565,0.00
492,41737,100.00
493,57737,0.00
494,52155,0.00
495,70292,0.00
496,65189,100.00
497,26460,0.00
498,22966,100.00
499,25405,100.00
500,53431,100.00
501,57446,100.00
502,50946,100.00
503,39521,100.00
504,29243,100.00
505,41320,0.00
506,79439,0.00
507,58162,0.00
508,59810,0.00
509,68165,50.00
510,61678,100.00
511,59420,100.00
512,29629,0.00
513,22809,100.00
514,24276,100.00
515,28917,100.00
516,58888,100.00
517,53506,100.00
518,34965,100.00
519,59055,0.00
520,58925,0.00
521,88529,0.00
522,69264,50.00
523,66562,100.00
524,30569,0.00
525,55904,100.00
526,58846,100.00
527,48630,0.00
528,27929,100.00
529,28172,50.00
530,29920,0.00
531,62768,100.00
532,43420,100.00
533,35827,0.00
534,57681,100.00
535,41345,50.00
536,40759,0.00
537,36895,100.00
538,45884,100.00
539,41016,0.00
540,42485,50.00
541,37320,100.00
542,58014,0.00
543,70130,0.00
544,58958,100.00
545,23066,0.00
546,23800,100.00
547,33903,100.00
548,54814,100.00
549,53754,100.00
550,36537,100.00
551,30255,100.00
552,30834,100.00
553,57870,100.00
554,51043,0.00
555,49284,0.00
556,51790,0.00
557,81192,0.00
558,65531,50.00
559,62358,100.00
560,24197,0.00
561,27766,100.00
562,26724,100.00
563,45651,0.00
564,52699,100.00
565,54377,100.00
566,42644,0.00
567,33004,100.00
568,53392,0.00
569,51660,0.00
570,50723,0.00
571,51696,50.00
572,57581,0.00
573,55146,100.00
574,58832,100.00
575,27383,0.00
576,21086,100.00
577,23076,100.00
578,30741,100.00
579,51005,100.00
580,51783,100.00
581,57180,50.00
582,53721,0.00
583,54957,0.00
584,55520,0.00
585,51519,100.00
586,51509,66.67
587,28652,0.00
588,40626,100.00
589,52696,100.00
590,51148,100.00
591,30900,100.00
592,38107,0.00
593,30517,50.00
594,56557,100.00
595,61000,50.00
596,29417,0.00
597,31897,50.00
598,48758,50.00
599,44266,100.00
600,32880,100.00
601,31793,100.00
602,25224,0.00
603,39479,100.00
604,41191,50.00
605,81078,0.00
606,65032,0.00
607,68550,100.00
608,26878,0.00
609,25581,100.00
610,25186,100.00
611,49487,100.00
612,58717,100.00
613,54541,100.00
614,38418,100.00
615,27576,100.00
616,40800,50.00
617,59555,0.00
618,58097,50.00
619,54393,0.00
620,72488,50.00
621,59922,100.00
622,54361,100.00
623,26884,0.00
624,20462,100.00
625,21363,100.00
626,26612,100.00
627,48106,100.00
628,59188,100.00
629,37601,100.00
630,39530,50.00
631,52860,0.00
632,54440,0.00
633,64150,0.00
634,59612,66.67
635,34258,0.00
636,63114,100.00
637,58223,100.00
638,49193,100.00
639,28013,100.00
640,31675,100.00
641,30262,0.00
642,51364,100.00
643,37934,100.00
644,31130,0.00
645,45658,50.00
646,40784,100.00
647,38995,0.00
648,30015,100.00
649,41452,100.00
650,40996,0.00
651,50937,100.00
652,28050,50.00
653,55190,0.00
654,68017,0.00
655,58193,100.00
656,22450,0.00
657,25803,100.00
658,41920,100.00
659,49660,100.00
660,49269,100.00
661,33783,100.00
662,27395,100.00
663,36698,100.00
664,42214,100.00
665,76965,0.00
666,55161,0.00
667,58029,0.00
668,67350,0.00
669,59891,100.00
670,55745,100.00
671,22746,0.00
672,22738,100.00
673,26403,100.00
674,51368,100.00
675,51360,100.00
676,53547,100.00
677,32376,100.00
678,25827,100.00
679,59315,0.00
680,89901,0.00
681,59338,50.00
682,78167,0.00
683,60585,0.00
684,60936,100.00
685,59413,100.00
686,25885,0.00
687,21200,100.00
688,22815,100.00
689,25565,0.00
690,54108,100.00
691,57531,100.00
692,46732,0.00
693,56824,0.00
694,50914,0.00
695,86345,0.00
696,66493,50.00
697,54952,100.00
698,28405,0.00
699,50860,100.00
700,50489,100.00
701,45356,100.00
702,35593,100.00
703,28149,50.00
704,20608,50.00
705,57250,100.00
706,57831,100.00
707,35267,0.00
708,47493,50.00
709,52180,100.00
710,44427,100.00
711,45387,100.00
712,50869,100.00
713,24448,0.00
714,35161,50.00
715,30672,0.00
716,92866,0.00
717,65271,50.00
718,52174,100.00
719,25868,0.00
720,21599,100.00
721,26634,100.00
722,51633,100.00
723,58611,100.00
724,46781,100.00
725,30009,100.00
726,23008,100.00
727,43212,50.00
728,52812,0.00
729,52952,0.00
730,65500,0.00
731,64380,0.00
732,55121,100.00
733,54672,100.00
734,24474,0.00
735,22984,100.00
736,24209,100.00
737,38261,100.00
738,48363,100.00
739,45797,100.00
740,35015,100.00
741,47016,50.00
742,50642,0.00
743,51583,0.00
744,71453,0.00
745,79937,100.00
746,31921,0.00
747,61405,100.00
748,58216,100.00
749,49294,100.00
750,29299,100.00
751,28162,100.00
752,24795,0.00
753,46772,50.00
754,42779,100.00
755,39615,100.00
756,48074,50.00
757,34442,0.00
758,34001,100.00
759,29138,100.00
760,44999,100.00
761,36349,0.00
762,47764,100.00
763,27806,50.00
764,50440,0.00
765,49521,0.00
766,64539,100.00
767,26358,0.00
768,30157,100.00
769,42335,100.00
