sample,work_ns,cpu_utilization
1,27000,100.00
2,19518,100.00
3,23914,100.00
4,24082,0.00
5,25668,100.00
6,35268,100.00
7,39324,100.00
8,45380,100.00
9,33009,100.00
10,17651,0.00
11,23088,100.00
12,21315,100.00
13,20492,0.00
14,23642,100.00
15,26288,100.00
16,23372,100.00
17,40422,0.00
18,39548,100.00
19,36757,100.00
20,25368,100.00
21,24232,100.00
22,19720,0.00
23,21731,100.00
24,22772,100.00
25,23421,100.00
26,40639,100.00
27,33087,0.00
28,58007,100.00
29,22380,0.00
30,23918,50.00
31,29680,100.00
32,19734,0.00
33,19806,100.00
34,22211,0.00
35,23382,100.00
36,24788,100.00
37,44154,100.00
38,39078,100.00
39,36762,0.00
40,28232,100.00
41,21468,100.00
42,23095,100.00
43,20405,100.00
44,28180,0.00
45,22602,100.00
46,24122,100.00
47,47783,100.00
48,38120,100.00
49,32147,0.00
50,26656,100.00
51,24034,100.00
52,23623,100.00
53,20679,100.00
54,21809,0.00
55,25771,100.00
56,25382,100.00
57,34147,100.00
58,35406,100.00
59,52407,0.00
60,25904,50.00
61,32469,0.00
62,26118,100.00
63,17338,0.00
64,23549,100.00
65,24078,0.00
66,24187,100.00
67,42434,100.00
68,31847,100.00
69,34067,100.00
70,28848,0.00
71,24982,100.00
72,22161,100.00
73,18823,100.00
74,20015,100.00
75,29535,0.00
76,30067,0.00
77,40179,100.00
78,28523,0.00
79,39372,100.00
80,33971,100.00
81,28285,0.00
82,21074,100.00
83,21078,100.00
84,23746,100.00
85,23027,100.00
86,22008,0.00
87,39147,100.00
88,34914,100.00
89,38712,100.00
90,30046,0.00
91,27948,100.00
92,22732,100.00
93,22089,100.00
94,25243,100.00
95,20499,0.00
96,25505,100.00
97,24218,100.00
98,35355,100.00
99,37446,0.00
100,32400,100.00
101,27424,100.00
102,20684,100.00
103,21062,100.00
104,24099,0.00
105,23580,100.00
106,21518,100.00
107,57187,0.00
108,66765,100.00
109,22529,0.00
110,33613,0.00
111,27376,100.00
112,23246,100.00
113,21729,100.00
114,20746,100.00
115,23306,0.00
116,25983,100.00
117,24133,100.00
118,45097,100.00
119,45647,100.00
120,39494,0.00
121,26224,100.00
122,35852,50.00
123,26668,0.00
124,29502,100.00
125,29693,100.00
126,24744,0.00
127,23079,100.00
128,47190,100.00
129,41855,100.00
130,35565,100.00
131,30555,0.00
132,23975,100.00
133,20879,100.00
134,21680,100.00
135,22204,100.00
136,25354,0.00
137,24247,100.00
138,45255,100.00
139,48277,100.00
140,37792,100.00
141,41718,0.00
142,26194,100.00
143,22768,100.00
144,22045,100.00
145,24034,100.00
146,22965,0.00
147,30235,100.00
148,33790,100.00
149,34487,100.00
150,31459,100.00
151,27695,0.00
152,30457,100.00
153,22618,100.00
154,23279,100.00
155,22410,100.00
156,31005,0.00
157,37564,100.00
158,22425,0.00
159,31922,100.00
160,37813,100.00
161,37604,0.00
162,24711,100.00
163,22805,100.00
164,23087,100.00
165,24731,100.00
166,24045,0.00
167,33000,100.00
168,27974,100.00
169,35573,100.00
170,30519,100.00
171,26740,0.00
172,29219,50.00
173,34493,100.00
174,18904,0.00
175,19813,100.00
176,24271,100.00
177,24553,100.00
178,37700,100.00
179,36909,0.00
180,34816,100.00
181,33989,100.00
182,24109,100.00
183,22933,100.00
184,38224,100.00
185,22022,0.00
186,22545,100.00
187,27321,0.00
188,37374,100.00
189,36303,100.00
190,39425,100.00
191,31358,100.00
192,23005,0.00
193,19960,100.00
194,20608,100.00
195,21795,100.00
196,24659,100.00
197,25567,0.00
198,37236,100.00
199,34601,100.00
200,28979,100.00
201,41536,0.00
202,18842,100.00
203,22364,100.00
204,21458,100.00
205,25280,0.00
206,23055,100.00
207,21920,100.00
208,35193,100.00
209,34667,100.00
210,36948,0.00
211,32851,100.00
212,37535,100.00
213,24886,100.00
214,23092,100.00
215,23448,0.00
216,25262,100.00
217,25883,100.00
218,36098,100.00
219,29288,0.00
220,40668,100.00
221,25964,0.00
222,25434,100.00
223,21051,0.00
224,23151,100.00
225,26040,100.00
226,24085,100.00
227,24088,100.00
228,35796,0.00
229,35578,100.00
230,28674,100.00
231,40007,0.00
232,26075,100.00
233,20657,100.00
234,24144,100.00
235,21089,100.00
236,29696,100.00
237,22476,0.00
238,26438,100.00
239,34992,100.00
240,33205,100.00
241,31148,0.00
242,23796,100.00
243,21673,100.00
244,21447,100.00
245,24115,100.00
246,24707,0.00
247,16925,100.00
248,29300,100.00
249,30322,100.00
250,33266,100.00
251,27806,0.00
252,32142,100.00
253,19582,100.00
254,20730,100.00
255,21715,100.00
256,22292,0.00
257,23958,100.00
258,28339,100.00
259,30651,100.00
260,31079,100.00
261,27604,0.00
262,25284,100.00
263,21947,50.00
264,18880,0.00
265,31020,100.00
266,21377,0.00
267,19601,100.00
268,28370,100.00
269,31252,0.00
270,39376,100.00
271,31958,100.00
272,28082,100.00
273,24277,100.00
274,21499,0.00
275,20610,100.00
276,22356,100.00
277,26013,100.00
278,31877,100.00
279,34899,0.00
280,37142,100.00
281,29940,0.00
282,26254,100.00
283,20066,100.00
284,21157,100.00
285,23820,0.00
286,24259,100.00
287,20448,100.00
288,35189,100.00
289,35111,100.00
290,30211,0.00
291,31006,100.00
292,26788,100.00
293,23584,0.00
294,20149,100.00
295,20368,100.00
296,28613,0.00
297,28191,100.00
298,29392,0.00
299,36585,100.00
300,35422,100.00
301,31346,0.00
302,34570,100.00
303,21187,100.00
304,22630,100.00
305,25331,100.00
306,23779,0.00
307,28621,100.00
308,27196,100.00
309,32598,0.00
310,34792,100.00
311,30315,100.00
312,29580,100.00
313,28442,50.00
314,22897,0.00
315,25268,100.00
316,20295,0.00
317,23975,100.00
318,23570,100.00
319,35318,0.00
320,27938,100.00
321,33102,100.00
322,30601,100.00
323,19601,100.00
324,22117,0.00
325,33019,100.00
326,19712,100.00
327,23099,0.00
328,26970,100.00
329,28545,100.00
330,30423,100.00
331,24775,100.00
332,35535,0.00
333,28091,100.00
334,22263,100.00
335,21169,100.00
336,22586,100.00
337,24618,0.00
338,25209,100.00
339,43148,100.00
340,39617,100.00
341,59427,100.00
342,45643,0.00
343,20788,50.00
344,28101,100.00
345,20446,0.00
346,24585,100.00
347,23025,100.00
348,32395,100.00
349,32090,100.00
350,28060,0.00
351,22053,100.00
352,37451,100.00
353,31353,100.00
354,22629,100.00
355,20738,0.00
356,22386,100.00
357,23777,100.00
358,27030,100.00
359,46560,100.00
360,37163,0.00
361,53817,100.00
362,20477,0.00
363,33603,100.00
364,22270,100.00
365,21762,100.00
366,24315,0.00
367,23367,100.00
368,28651,100.00
369,25978,100.00
370,30571,100.00
371,28232,0.00
372,36117,50.00
373,32911,100.00
374,23403,0.00
375,20325,100.00
376,20589,100.00
377,28652,0.00
378,38937,100.00
379,23400,0.00
380,34330,100.00
381,25626,100.00
382,31501,0.00
383,29554,100.00
384,23547,100.00
385,23835,100.00
386,24614,100.00
387,23815,0.00
388,20023,100.00
389,34512,100.00
390,33738,0.00
391,28173,100.00
392,23868,100.00
393,40482,100.00
394,41434,0.00
395,27997,66.67
396,17121,0.00
397,22870,100.00
398,24074,0.00
399,35050,100.00
400,36074,100.00
401,30285,100.00
402,23024,100.00
403,40508,0.00
404,33949,100.00
405,21975,100.00
406,41699,0.00
407,30137,100.00
408,26492,100.00
409,33727,0.00
410,28984,100.00
411,26059,100.00
412,25111,100.00
413,28498,100.00
414,34692,0.00
415,27085,100.00
416,20838,100.00
417,22920,100.00
418,24135,100.00
419,30871,0.00
420,30471,100.00
421,28151,100.00
422,24548,100.00
423,30772,0.00
424,50604,100.00
425,20500,0.00
426,20620,100.00
427,25386,0.00
428,24306,100.00
429,32355,100.00
430,25327,100.00
431,28768,100.00
432,24308,0.00
433,29687,100.00
434,32763,100.00
435,25490,0.00
436,20800,100.00
437,20339,100.00
438,21873,100.00
439,30554,0.00
440,52454,100.00
441,21226,0.00
442,22140,100.00
443,40687,0.00
444,28830,100.00
445,23211,100.00
446,23722,100.00
447,23953,100.00
448,20380,0.00
449,31642,100.00
450,27974,100.00
451,23561,0.00
452,26324,100.00
453,32593,100.00
454,31423,100.00
455,25104,100.00
456,20439,0.00
457,30577,50.00
458,24208,100.00
459,24421,0.00
460,40396,100.00
461,43959,100.00
462,27051,100.00
463,37451,100.00
464,39940,0.00
465,38581,100.00
466,28426,100.00
467,27857,100.00
468,32850,0.00
469,69511,100.00
470,22916,0.00
471,42491,100.00
472,30341,0.00
473,26231,100.00
474,43815,100.00
475,38364,100.00
476,29364,100.00
477,21870,0.00
478,24597,100.00
479,24412,100.00
480,23584,100.00
481,41319,100.00
482,41472,0.00
483,36724,100.00
484,42821,100.00
485,35042,100.00
486,133075,100.00
487,52811,0.00
488,48412,100.00
489,24817,0.00
490,26954,100.00
491,48936,100.00
492,36999,0.00
493,27365,100.00
494,22770,100.00
495,35736,100.00
496,31080,100.00
497,21597,0.00
