sample,work_ns,cpu_utilization
1,57961,100.00
2,64888,100.00
3,60950,100.00
4,64412,100.00
5,61164,100.00
6,65996,75.00
7,58009,100.00
8,68660,100.00
9,64127,80.00
10,49654,100.00
11,64256,100.00
12,63927,100.00
13,41315,100.00
14,68291,66.67
15,66913,100.00
16,40677,100.00
17,63508,100.00
18,60176,100.00
19,62444,50.00
20,70929,66.67
21,62678,100.00
22,47436,100.00
23,62912,100.00
24,67787,100.00
25,59036,50.00
26,68745,100.00
27,65379,100.00
28,44764,66.67
29,80815,100.00
30,50994,100.00
31,65917,100.00
32,64025,100.00
33,64317,75.00
34,63404,100.00
35,64588,100.00
36,59601,80.00
37,61531,100.00
38,59836,100.00
39,52469,66.67
40,60256,100.00
41,61318,100.00
42,58848,100.00
43,62987,100.00
44,51910,66.67
45,62199,100.00
46,58159,100.00
47,76235,100.00
48,67407,75.00
49,40556,100.00
50,65088,100.00
51,66530,100.00
52,46889,66.67
53,65971,100.00
54,61299,100.00
55,56023,50.00
56,68466,100.00
57,64755,100.00
58,42239,100.00
59,54652,66.67
60,68359,100.00
61,50173,100.00
62,64157,100.00
63,67757,100.00
64,60447,66.67
65,61406,100.00
66,62160,100.00
67,59302,66.67
68,64782,100.00
69,61482,100.00
70,63348,100.00
71,50987,100.00
72,61396,75.00
73,56383,100.00
74,66884,66.67
75,65381,100.00
76,52633,100.00
77,64365,100.00
78,49691,100.00
79,63680,66.67
80,75171,100.00
81,51527,100.00
82,64559,50.00
83,67888,100.00
84,54129,100.00
85,56367,100.00
86,62765,100.00
87,62470,75.00
88,65817,100.00
89,60311,100.00
90,56544,100.00
91,63055,66.67
92,40315,100.00
93,61318,100.00
94,65374,100.00
95,64426,100.00
96,61203,75.00
97,62789,100.00
98,58484,100.00
99,65553,80.00
100,59125,100.00
101,64480,100.00
102,62794,100.00
103,44259,66.67
104,63021,100.00
105,64274,100.00
106,61945,66.67
107,53326,100.00
108,62729,100.00
109,44586,100.00
110,51692,100.00
111,65514,66.67
112,65886,100.00
113,72553,100.00
114,64525,100.00
115,44013,66.67
116,60490,100.00
117,59512,100.00
118,65106,66.67
119,69379,100.00
120,61842,100.00
121,53249,100.00
122,62009,100.00
123,59873,66.67
124,58497,100.00
125,50874,100.00
126,53258,66.67
127,60484,100.00
128,64057,100.00
129,51740,100.00
130,50424,100.00
131,69560,50.00
132,52075,100.00
133,60607,100.00
134,63606,66.67
135,47743,100.00
136,60894,100.00
137,64545,100.00
138,66373,100.00
139,53104,66.67
140,41383,100.00
141,58613,100.00
142,66641,50.00
143,65729,100.00
144,66015,100.00
145,45114,66.67
146,63783,100.00
147,65429,100.00
148,56070,100.00
149,62543,100.00
150,63525,75.00
151,53936,100.00
152,65627,100.00
153,62846,100.00
154,49996,100.00
155,54357,66.67
156,68033,75.00
157,44544,100.00
158,66625,100.00
159,61560,100.00
160,43280,100.00
161,70495,50.00
162,67337,100.00
163,62305,100.00
164,63186,100.00
165,61732,100.00
166,59936,66.67
167,65670,100.00
168,64311,100.00
169,63243,50.00
170,70945,100.00
171,62938,100.00
172,56563,100.00
173,62958,100.00
174,55345,75.00
175,67528,50.00
176,51685,100.00
177,65688,100.00
178,65352,100.00
179,52099,100.00
180,62933,100.00
181,62216,66.67
182,46210,100.00
183,64262,100.00
184,61505,100.00
185,84111,100.00
186,68558,75.00
187,56816,100.00
188,57093,100.00
189,62962,75.00
190,59690,100.00
191,63293,100.00
