sample,work_ns,cpu_utilization
1,25093,100.00
2,21003,0.00
3,21444,100.00
4,23694,100.00
5,25256,100.00
6,31183,100.00
7,45052,0.00
8,42383,100.00
9,32363,100.00
10,27142,100.00
11,28229,100.00
12,26223,0.00
13,42701,0.00
14,42286,0.00
15,50203,0.00
16,49903,0.00
17,55394,0.00
18,50205,0.00
19,54304,0.00
20,52075,0.00
21,53018,0.00
22,53416,0.00
23,54887,0.00
24,39716,100.00
25,29781,0.00
26,32518,100.00
27,30197,100.00
28,26278,100.00
29,48108,0.00
30,49071,100.00
31,26372,100.00
32,21127,100.00
33,20790,100.00
34,21846,0.00
35,23902,100.00
36,24866,100.00
37,29325,100.00
38,34765,0.00
39,44328,100.00
40,37629,0.00
41,43377,0.00
42,32503,0.00
43,33114,0.00
44,40907,0.00
45,53020,0.00
46,44240,0.00
47,46150,0.00
48,47193,0.00
49,47215,0.00
50,40039,0.00
51,35188,0.00
52,45060,0.00
53,47125,0.00
54,49598,100.00
55,28729,100.00
56,32707,0.00
57,23231,100.00
58,22659,100.00
59,23707,100.00
60,24430,100.00
61,38208,0.00
62,31467,100.00
63,41463,100.00
64,29747,100.00
65,24938,100.00
66,28438,0.00
67,29921,0.00
68,48942,0.00
69,47933,0.00
70,56689,0.00
71,52266,0.00
72,53812,0.00
73,50241,0.00
74,50561,0.00
75,56934,0.00
76,62886,0.00
77,47768,100.00
78,31765,0.00
79,28836,50.00
80,29371,0.00
81,41587,0.00
82,38584,100.00
83,45115,100.00
84,33724,0.00
85,24699,100.00
86,37724,100.00
87,41252,100.00
88,32427,100.00
89,21932,0.00
90,34767,100.00
91,46170,100.00
92,27741,0.00
93,21614,100.00
94,27266,0.00
95,27757,50.00
96,45208,0.00
97,43362,0.00
98,46096,0.00
99,46977,0.00
100,66065,0.00
101,62937,0.00
102,46582,0.00
103,53926,0.00
104,48830,0.00
105,54016,0.00
106,64011,0.00
107,44111,0.00
108,32788,50.00
109,32949,0.00
110,28009,100.00
111,23178,0.00
112,26733,100.00
113,26190,100.00
114,36726,100.00
115,33116,100.00
116,30727,0.00
117,38094,100.00
118,31757,100.00
119,25959,100.00
120,29073,100.00
121,34140,0.00
122,40016,0.00
123,45940,0.00
124,39236,0.00
125,42341,0.00
126,46774,0.00
127,51234,0.00
128,47105,0.00
129,46959,0.00
130,47341,0.00
131,45923,0.00
132,57273,0.00
133,42760,0.00
134,33800,100.00
135,45101,50.00
136,24014,0.00
137,26861,100.00
138,35392,100.00
139,44546,0.00
140,46686,100.00
141,24832,100.00
142,23483,100.00
143,20599,100.00
144,21365,0.00
145,24743,100.00
146,23360,100.00
147,28479,100.00
148,47280,100.00
149,59634,0.00
150,43375,0.00
151,33015,50.00
152,42291,0.00
153,44311,0.00
154,39967,0.00
155,54408,0.00
156,45723,0.00
157,52578,0.00
158,52784,0.00
159,55828,0.00
160,55255,0.00
161,65301,0.00
162,51202,0.00
163,46550,0.00
164,46149,0.00
165,64450,0.00
166,46110,0.00
167,45345,100.00
168,21521,0.00
169,37027,100.00
170,24259,100.00
171,24853,100.00
172,25334,100.00
173,54069,0.00
174,50331,100.00
175,31380,100.00
176,22593,100.00
177,23536,100.00
178,21267,0.00
179,21963,100.00
180,29323,50.00
181,23672,0.00
182,41051,0.00
183,50365,0.00
184,52658,0.00
185,46819,0.00
186,47151,0.00
187,52801,0.00
188,62920,0.00
189,49607,0.00
190,46834,0.00
191,46983,0.00
192,42496,0.00
193,45385,0.00
194,52604,0.00
195,41363,100.00
196,33695,100.00
197,43458,0.00
198,42237,100.00
199,23978,100.00
200,24530,100.00
201,22694,100.00
202,21636,0.00
203,24083,100.00
204,26182,100.00
205,24911,100.00
206,45225,100.00
207,47669,0.00
208,40782,100.00
209,32218,50.00
210,27068,0.00
211,42465,0.00
212,40514,0.00
213,37662,0.00
214,44235,0.00
215,41868,0.00
216,45077,0.00
217,46346,0.00
218,49414,0.00
219,53366,0.00
220,46868,0.00
221,47122,0.00
222,58307,0.00
223,44101,0.00
224,30119,100.00
225,28647,0.00
226,30510,100.00
227,34867,0.00
228,26351,100.00
229,51824,100.00
230,46326,100.00
231,28843,100.00
232,37602,0.00
233,33629,100.00
234,30893,100.00
235,27494,100.00
236,25373,100.00
237,42808,0.00
238,34053,100.00
239,22036,0.00
240,27290,100.00
241,41223,0.00
242,47557,0.00
243,42500,0.00
244,49403,0.00
245,47635,0.00
246,40705,0.00
247,36627,0.00
248,35428,0.00
249,37248,0.00
250,41846,0.00
251,54475,0.00
252,51418,0.00
253,61309,0.00
254,63892,50.00
255,23604,0.00
256,45778,100.00
257,38308,100.00
258,20978,100.00
259,22302,0.00
260,23238,100.00
261,24060,100.00
262,25046,100.00
263,49492,100.00
264,42810,0.00
265,31691,100.00
266,35736,100.00
267,36069,100.00
268,21071,100.00
269,38004,0.00
270,40777,0.00
271,42158,0.00
272,40283,0.00
273,44995,0.00
274,47254,0.00
275,49813,0.00
276,43975,0.00
277,43317,0.00
278,45171,0.00
279,40306,0.00
280,46057,0.00
281,47749,0.00
282,63202,0.00
283,24577,0.00
284,34032,0.00
285,37589,100.00
286,25970,100.00
287,28333,100.00
288,45727,100.00
289,43307,0.00
290,35881,100.00
291,24112,100.00
292,20884,100.00
293,22154,100.00
294,19370,0.00
295,21269,100.00
296,24158,100.00
297,24254,100.00
298,42960,0.00
299,42032,100.00
300,25237,0.00
301,40786,0.00
302,42005,0.00
303,44881,0.00
304,44499,0.00
305,61458,0.00
306,57406,0.00
307,49546,0.00
308,48233,0.00
309,59010,0.00
310,48264,0.00
311,47689,0.00
312,43891,0.00
313,51883,0.00
314,47025,0.00
315,44349,50.00
316,36352,100.00
317,29974,0.00
318,27133,100.00
319,23135,100.00
320,28457,100.00
321,26591,100.00
322,38006,0.00
323,37000,100.00
324,39668,100.00
325,27508,100.00
326,26681,100.00
327,31010,0.00
328,41312,0.00
329,56188,0.00
330,54421,0.00
331,50327,0.00
332,53234,0.00
333,56569,0.00
334,50271,0.00
335,57645,0.00
336,56679,0.00
337,56058,100.00
