sample,work_ns,cpu_utilization
1,57300,0.00
2,57736,100.00
3,62254,100.00
4,22299,0.00
5,37750,100.00
6,32963,100.00
7,27221,100.00
8,41994,100.00
9,44998,100.00
10,34585,100.00
11,41156,100.00
12,64298,0.00
13,53472,100.00
14,32007,100.00
15,24251,100.00
16,25232,100.00
17,29664,100.00
18,61149,100.00
19,55775,100.00
20,48708,100.00
21,34027,100.00
22,30969,100.00
23,47299,100.00
24,18955,0.00
25,22959,0.00
26,29041,100.00
27,54439,100.00
28,45551,100.00
29,47926,100.00
30,42916,100.00
31,29938,100.00
32,22183,100.00
33,22513,100.00
34,27764,100.00
35,51739,100.00
36,53207,50.00
37,31295,0.00
38,48313,0.00
39,67882,100.00
40,29929,0.00
41,45324,0.00
42,47618,100.00
43,56552,100.00
44,26172,0.00
45,47884,100.00
46,45593,100.00
47,48770,100.00
48,29748,100.00
49,23129,100.00
50,25401,100.00
51,44863,100.00
52,57307,0.00
53,53637,100.00
54,38511,0.00
55,67209,66.67
56,22793,0.00
57,22816,100.00
58,22242,100.00
59,23112,100.00
60,44906,100.00
61,52119,100.00
62,43673,100.00
63,47091,100.00
64,33394,100.00
65,49601,0.00
66,53172,0.00
67,40386,100.00
68,23268,0.00
69,26250,100.00
70,62167,100.00
71,48588,100.00
72,53861,0.00
73,49448,100.00
74,29055,100.00
75,35568,100.00
76,33657,0.00
77,61216,100.00
78,49960,100.00
79,22053,0.00
80,46777,100.00
81,27434,100.00
82,62360,100.00
83,69992,100.00
84,27221,100.00
85,26195,100.00
86,27788,0.00
87,47669,100.00
88,51845,100.00
89,40259,100.00
90,53530,0.00
91,28716,50.00
92,42379,100.00
93,23877,0.00
94,44118,0.00
95,54283,66.67
96,20414,0.00
97,37651,100.00
98,32018,100.00
99,39925,100.00
100,43535,100.00
101,29202,100.00
102,25603,100.00
103,24865,100.00
104,50128,100.00
105,49118,100.00
106,47831,0.00
107,30112,100.00
108,46204,0.00
109,76132,100.00
110,33706,0.00
111,33824,100.00
112,19695,0.00
113,45100,0.00
114,49331,100.00
115,31818,100.00
116,48586,100.00
117,45787,0.00
118,30611,100.00
119,26137,100.00
120,41872,0.00
121,59580,100.00
122,80284,50.00
123,41865,100.00
124,32910,50.00
125,58755,0.00
126,52133,100.00
127,28968,100.00
128,27215,100.00
129,23788,0.00
130,44904,100.00
131,43616,100.00
132,34554,100.00
133,57166,0.00
134,51364,0.00
135,39286,100.00
136,29745,100.00
137,28265,0.00
138,29777,100.00
139,51693,100.00
140,48450,100.00
141,32371,0.00
142,49233,100.00
143,41773,100.00
144,30991,100.00
145,54534,0.00
146,57743,100.00
147,41926,0.00
148,43096,100.00
149,44324,100.00
150,35449,0.00
151,27707,100.00
152,47189,100.00
153,30598,100.00
154,28784,0.00
155,24564,100.00
156,25115,100.00
157,54250,100.00
158,44796,0.00
159,31200,100.00
160,20564,0.00
161,59898,0.00
162,57874,50.00
163,51071,100.00
164,22543,0.00
165,77930,100.00
166,60645,0.00
167,74741,100.00
168,19862,0.00
169,23086,0.00
170,75829,100.00
171,40986,100.00
172,56528,0.00
173,34407,100.00
174,24964,100.00
175,28428,100.00
176,38318,0.00
177,39347,0.00
178,33791,100.00
179,46294,0.00
180,40684,100.00
181,50622,0.00
182,37558,100.00
183,33440,100.00
184,22816,0.00
185,38540,100.00
186,41465,100.00
187,34744,100.00
188,40267,100.00
189,42860,100.00
190,42142,0.00
191,35713,66.67
192,50491,0.00
193,37068,100.00
194,29645,100.00
195,52437,100.00
196,46759,100.00
197,40616,100.00
198,42766,100.00
199,28301,100.00
200,27190,100.00
201,32783,50.00
202,56347,0.00
203,63179,100.00
204,27291,0.00
205,34751,0.00
206,53133,100.00
207,63537,100.00
208,23161,0.00
209,20713,100.00
210,26738,100.00
211,27217,100.00
212,56743,0.00
213,50326,100.00
214,53625,100.00
215,52456,100.00
216,30957,0.00
217,25464,0.00
218,59388,50.00
219,36322,100.00
220,30670,0.00
221,51115,100.00
222,45998,100.00
223,41918,100.00
224,54698,0.00
225,60810,100.00
226,28584,100.00
227,27251,100.00
228,24221,0.00
229,55589,100.00
230,54023,100.00
231,35251,50.00
232,19784,100.00
233,28849,0.00
234,56221,0.00
235,42018,100.00
236,23136,0.00
237,28083,100.00
238,45370,100.00
239,43785,100.00
240,31152,0.00
241,43831,100.00
242,42788,100.00
243,27121,100.00
244,22091,0.00
245,25154,50.00
246,44354,100.00
247,48110,0.00
248,66839,0.00
249,36929,50.00
250,56784,100.00
251,43666,100.00
252,31362,0.00
253,26448,100.00
254,23501,100.00
255,47437,100.00
256,41904,0.00
257,30756,100.00
258,48365,100.00
259,37586,0.00
260,22375,100.00
261,26652,100.00
262,26358,0.00
263,24979,100.00
264,42843,100.00
265,49742,100.00
266,29527,0.00
267,49750,100.00
268,41638,100.00
269,27555,100.00
270,26667,0.00
271,53472,100.00
272,62131,0.00
273,52912,100.00
274,58962,0.00
275,36488,100.00
276,28329,100.00
277,61209,100.00
278,38425,0.00
279,26923,100.00
280,29715,100.00
281,29584,100.00
282,65820,0.00
283,59756,100.00
284,28269,0.00
285,34825,50.00
286,64482,0.00
287,63163,50.00
288,40288,100.00
289,38667,100.00
290,29512,0.00
291,51137,100.00
292,44931,100.00
293,34623,100.00
294,51006,0.00
295,44416,100.00
296,27764,100.00
297,24201,100.00
298,31903,0.00
299,42618,100.00
300,36379,0.00
301,43435,0.00
302,48865,50.00
303,62216,100.00
304,22487,0.00
305,23831,100.00
306,23332,100.00
307,24678,100.00
308,47951,0.00
309,45252,100.00
310,33025,100.00
311,53680,100.00
312,46689,0.00
313,23793,100.00
314,45497,50.00
315,53291,0.00
316,58850,0.00
317,34633,100.00
318,55197,100.00
319,47683,100.00
320,29108,0.00
321,51304,100.00
322,43255,100.00
323,28454,100.00
324,28483,0.00
325,32322,100.00
326,39124,100.00
327,32629,50.00
328,55452,0.00
329,67541,100.00
330,45142,0.00
331,40378,100.00
332,28060,100.00
333,27497,100.00
334,26929,0.00
335,36901,100.00
336,40316,100.00
337,31830,100.00
338,51495,0.00
339,40310,100.00
340,30984,0.00
341,28095,50.00
342,52491,0.00
343,31770,100.00
344,52272,0.00
345,40919,100.00
346,32792,100.00
347,29234,100.00
348,42190,0.00
349,26146,100.00
350,26785,100.00
