sample,work_ns,cpu_utilization
1,53588,0.00
2,56897,0.00
3,57137,0.00
4,61152,0.00
5,68236,0.00
6,59501,0.00
7,60983,0.00
8,56377,0.00
9,73620,0.00
10,53392,50.00
11,61582,50.00
12,61877,50.00
13,62583,0.00
14,66358,0.00
15,73401,0.00
16,46283,66.67
17,32037,0.00
18,66781,66.67
19,56788,0.00
20,54872,33.33
21,56563,0.00
22,62900,0.00
23,57825,0.00
24,58866,0.00
25,65126,0.00
26,58152,0.00
27,59356,0.00
28,76304,0.00
29,58693,0.00
30,63159,0.00
31,60327,0.00
32,75245,0.00
33,71617,0.00
34,59542,0.00
35,65227,0.00
36,603768,0.00
37,59944,0.00
38,57309,0.00
39,62541,0.00
40,57043,0.00
41,64214,50.00
42,45844,50.00
43,64632,50.00
44,47790,50.00
45,54376,50.00
46,75624,0.00
47,60214,0.00
48,70045,0.00
49,58248,0.00
50,60866,0.00
51,67979,0.00
52,59265,0.00
53,56371,0.00
54,63299,0.00
55,59349,0.00
56,62526,0.00
57,60714,0.00
58,61759,0.00
59,67977,0.00
60,58944,0.00
61,62019,0.00
62,59300,0.00
63,56329,0.00
64,68504,0.00
65,66026,50.00
66,43117,50.00
67,54892,50.00
68,65750,50.00
69,56128,0.00
70,58020,0.00
71,57359,0.00
72,59749,0.00
73,60323,0.00
74,61265,0.00
75,56606,0.00
76,56967,0.00
77,116571,0.00
78,60715,0.00
79,61115,0.00
80,55985,0.00
81,60766,0.00
82,55879,0.00
83,61502,0.00
84,60496,0.00
85,56166,0.00
86,59895,0.00
87,62269,0.00
88,70791,50.00
89,44453,50.00
90,47008,50.00
91,64599,50.00
92,64424,50.00
93,60789,0.00
94,62593,0.00
95,58411,0.00
96,60842,0.00
97,76956,0.00
98,64954,0.00
99,59875,0.00
100,60210,0.00
101,55505,0.00
102,61383,0.00
103,63024,0.00
104,62108,0.00
105,75750,0.00
106,61455,0.00
107,67655,0.00
108,67976,0.00
109,62462,0.00
110,62742,0.00
111,63290,0.00
112,69259,33.33
113,65472,50.00
114,64866,50.00
115,57402,50.00
116,56742,0.00
117,61108,0.00
118,60328,0.00
119,69492,0.00
120,111049,0.00
121,59299,0.00
122,58608,0.00
123,56773,0.00
124,57250,0.00
125,64022,0.00
126,56515,0.00
127,55520,0.00
128,60815,0.00
129,71095,0.00
130,57586,0.00
131,59624,0.00
132,60994,0.00
133,61317,0.00
134,55845,0.00
135,64427,0.00
136,58727,0.00
137,63511,0.00
138,70134,0.00
139,67200,50.00
140,47986,50.00
141,44348,66.67
142,64692,100.00
143,63042,0.00
144,67421,50.00
145,48597,50.00
146,63723,33.33
147,56930,0.00
148,74418,0.00
149,60357,0.00
150,63517,0.00
151,57470,0.00
152,60803,0.00
153,56111,0.00
154,60373,0.00
155,60346,0.00
156,62851,0.00
157,59997,0.00
158,58477,0.00
159,59719,0.00
160,58906,0.00
161,64349,0.00
162,70667,0.00
163,61176,0.00
164,64431,0.00
165,71870,0.00
166,63198,0.00
167,59509,0.00
168,66838,0.00
169,68381,0.00
170,59388,0.00
171,67372,0.00
172,62344,0.00
173,70700,0.00
174,58624,0.00
175,59035,0.00
176,57185,0.00
177,62590,0.00
178,55981,0.00
179,60405,0.00
180,69164,0.00
181,60290,0.00
182,59611,0.00
183,62744,0.00
184,233051,0.00
185,58897,0.00
186,55872,0.00
187,60883,0.00
188,57476,0.00
189,63103,0.00
190,58888,0.00
191,68236,0.00
192,66949,66.67
193,61166,100.00
194,48560,100.00
195,40030,0.00
196,66459,66.67
197,60032,0.00
198,57682,33.33
199,65493,0.00
200,75231,0.00
201,61794,0.00
202,60508,0.00
203,58817,0.00
204,62500,0.00
205,60085,0.00
206,69278,0.00
207,59439,0.00
208,68596,0.00
209,62421,0.00
210,60117,0.00
211,62048,0.00
212,70320,0.00
213,61621,0.00
214,60298,0.00
215,60141,0.00
216,57346,0.00
217,58049,0.00
218,57421,0.00
219,56333,0.00
220,60297,0.00
221,57555,0.00
222,56226,0.00
223,60476,0.00
224,61129,0.00
225,65279,0.00
226,61616,0.00
227,70462,33.33
228,51959,50.00
229,68059,50.00
230,40724,50.00
231,59705,50.00
232,56013,0.00
233,57351,0.00
234,70137,0.00
235,61907,0.00
236,64360,0.00
237,61532,0.00
238,58655,0.00
239,59876,0.00
240,58319,0.00
241,59178,0.00
242,59161,0.00
243,57586,0.00
244,58312,0.00
245,62654,0.00
246,64287,0.00
247,61033,0.00
248,72516,25.00
249,50309,50.00
250,37695,50.00
251,61302,50.00
252,46216,50.00
253,61353,0.00
254,61240,0.00
255,67747,0.00
256,60207,0.00
257,59940,0.00
258,61095,0.00
259,62989,0.00
260,63152,0.00
261,62172,0.00
262,58325,0.00
263,67203,0.00
264,60404,0.00
265,59524,0.00
266,68002,0.00
267,59262,0.00
268,63445,0.00
269,61423,0.00
270,59063,0.00
271,62543,0.00
272,56005,0.00
273,60760,0.00
274,69221,0.00
275,72333,0.00
276,59955,50.00
277,39416,50.00
278,65121,50.00
279,36853,50.00
280,59707,50.00
281,60845,0.00
282,57976,0.00
283,59146,0.00
284,61349,0.00
285,108413,0.00
286,63269,0.00
287,61837,0.00
288,61154,0.00
289,75960,0.00
290,63386,0.00
291,60100,0.00
292,61019,0.00
293,61875,0.00
294,61933,0.00
295,72791,0.00
296,62125,0.00
297,72970,0.00
298,68529,66.67
299,52861,0.00
300,43840,66.67
301,66105,0.00
302,61603,0.00
303,59856,0.00
304,63216,0.00
305,60612,0.00
306,66271,0.00
307,63209,0.00
308,60017,0.00
309,59847,0.00
310,76482,0.00
